你好 请 讲 其他   先生 嗯 请 讲   这边 帮 您 看 了 一下 有 收费 的 业务 套餐 费 一个月 八十八 然后 这边 有 一个 来电 提醒 一个月 三块 钱 然后 有 一个 彩铃 六块 彩印 三块 手机 阅读 六块 没有 其他 扣费 了   彩铃 六块钱 手机 阅读 六块 彩印 三块 这些 业务 要 取消 吗
您好 很 高兴 为您服务   噢 对 有 一个 一 百兆 的 宽带 对   宽带 我查 了 一下 协议 一是 可以 的 但是 你 要 确保 一个 地址 上海地区 有 有 这个 移动 光纤 宽带资源 覆盖 有 的话 就 能 移过去   呃 可以 决定 但是 是 这样 的 目前 我们 这边 宽带 系统 在 升级 维护 当中 现在 资源 没有 办法 查询 和 如果 您 这边 要 确认 的话 只能 建议您 过 三个 小时 之后 来电 了
您好 很 高兴 为您服务   呃 您 是 到 哪个 国家 去 了   国际漫游 的话 有 长期有效 的 一百八十 天后 三十天 有效 的   请 不要 挂机 根 提示音 输 一下 密码
您好 很 高兴 为您服务   一 开始 国际漫游 香港 澳门 的话 都 可以 您 这个 月 的话 要 去 哪里   泰国 也 可以   开通 好 了 长期 的 只要 您 不 取消 一直 有效
为您服务 好 的 平安   嗯 套餐 是 一个 自选 套餐 八十八 的 三百 分钟 通话 流量 五百 兆 对 还有 一个 三块 钱 来电 提醒   呃 八十八 加 一个 三块 钱 提醒 一共 是 九十一   八十八 的话 三百 分钟 流量 五百 兆
高兴 为您服务 您好 很 高兴 为您服务   你好   噢 深 一点 小 您 要 反映 什么 问题 呢 办 什么 业务 吗   呃 两 g 送 两 g 本地 流量 送到 明年 六月
您好 很 高兴 为您服务   就 像 这个 来电 号码 那个 宽带 对 吧   到期 时间 是 今年年底 十二月 底   唉 对 的
没有 电话   叫 后市 方式 不变 呢   恩 不 客气 还有 什么 帮 您 呢
为您服务   啊 上网 办理 对 取消 了   那边 显示 她 减免 了 三 现在 不收 的 对 这个 不 收   块钱 来电 提醒 来电 提醒
您好 很 高兴 服务   好 那 您 这边 不要 挂机 啊 为了 更好 一些 问题 我 将 您 的 电话 转 专席 处理 请稍等 嗯 嗯 好
您好 很 高兴 服务   想 问 一下   您 这 手机号码 是 吧   已经 办理 上去 国际漫游 了
您好 很 高兴 为您服务   那个 哪个 号码 的 办理 套餐   这个 副 号码 查 他 什么 套餐 什么 对 对 对 对 嗯 这 号码 的 密码 您 知道 吗 六位数 的 密码   嗯 请 您 根据 语音 提示 输入 密码 您好 密码 正确 呃 副 号码 这个 号码 是 十六块 的 一个 畅听 那个 亲情 套餐
您好 很 高兴 为您服务   您 现在 全球通 的 五十八 的 一百 分钟 通话 五百 兆 流量 超出 打电话 一毛 九 一分钟 全国 接听 免费 的   好 吗 来电 提醒 来电 提醒 三块 钱 一个月 您 已经 取消 掉 了 呀   手机 它 关机 没有 信号 状态 下 别人 给 您 打电话 会 有 短信 通知 的 就 这个 业务
您好 很 高兴 为您服务   目前 这个 套餐 是 一个六十 八块钱 套餐 然后 您 这边 还有 一个 东方 手机 电视 十块钱 央视 视频 包月 然后 手机 去年 办   就是 手机 手机 视频 两个 去掉 然后 手机 的 那个 包 也 要 取消 是 吧 如果 好 的 密码 知道 吗 女士   好 的 您 报 一下
您好 很 高兴 为您服务   十六块 钱 然后 您 下个月 有办 了 一个 三十块 钱 可 选包 总共 的话 就是 四十 六块钱   噢 没有 六百 兆 要 不 就是 七十 呃 四十块 钱 七百 兆   这样
您好 兴 为您服务   我 想 看 一下 有没有 开通 国际漫游 好 嘛 那 手机号 多少   恩 这个 密码 知道 吗   请 根据 提示 输入 一下 您 稍 等 好 的 恩办 成功 了 国际漫游 开通 了 长期有效 的
您好 很 高兴 为您服务   您 现在 是 五十八 元 的 四 g 飞享 套餐 其他 有个 两块钱 的 天气预报 呃 就 这 两个 六十块 一个月   呃 流量 安心 包 就是 到 您 流量 用超 之后 嗯 十块钱 一 百兆 二十块 两 百兆 这 样子 算 的   嗯 是 的
您好 很 高兴 服务 喂   活动 到期 了 对 套餐 没有 限制 了 您 可以 换 套餐 了   您 的 需求 是 什么 需要 多少 通话时间 或者 多少 流量   那 您 之前 用 的 是 十八块 一个月 是 送 只有 一 百兆 流量 全国 接听 免费打 国内 电话 一毛 九 一分钟 这样 一个 套餐 国
您好 很 高兴 为您服务   嗯 对 五十八 的 那个 四 g 飞享 套餐 然后 另外 您 还有 个 二十五元 的 一个 腾讯 超级 会员 二十五块 钱 会员 什么 意思 腾讯 超级 会员 这个 不是 移动 的 业务 啊 还是 qq 的 业务 吧 嗯 嗯   我 看 一下 嗯 今年 的 二月 十七号 订购 订 上去 的   对 每个 月 都 要 扣 的
您好 请 讲   这个 共享 流量 功能 要 退掉 是 吗   这边 看 了 一下 您 下个月 已经 把 这个 号码 取消 掉 了 等于 说 下个月 您 没有 去 没有 号码 了   对 您 已经 取消 掉 了
很 高兴 为您服务   嗯 我 看 一下 啊 一百零八 的 套餐   对 两 g 流量 通用 的 是   呃 如果 换 套餐 的话 当月 流量 是 不能 累计 的
好 很 高兴 为您服务   嗯 您 是 一个 一百二十八 的 四 g 上网 套餐 这个 里面 呢 每个 月 是 包含 了 四百 二十分钟 国内 主叫 然后 一 g 的 流量 超出 打电话 一毛 九 一分钟 全国 接听 免费 就 这个   超出 之后 打电话 一毛 九 一分钟   可以 啊 你 要 怎么 换 您 现在 这个 一百二十八 四 g 上网 版 套餐 我们 没有 了 改 出去 改不 回来 的 啊 确定 吗 好 那 要 换 多少 的
您好 高兴 服务   行 现在 这 手机 是 四 g 上网 套餐 一百二十八 块钱   对   嗯
为您服务   嗯 嗯   嗯 可以 啊 如果 这个 群组 这个 随心 聊 业务 没有 了 取消 不能 恢复 的 要 取消 的话 需要 通过 短信 代码 来 不 取消 代码 我 现在 发给您 在 月末 最后 一天 晚上 的 九点 以前 办理 嗯 感谢您 要 回复 的 当月 取消 下 月 生效   请 您 注意 查收 还有 什么 可以 帮 您
高兴 为您服务   两百 六十八 的 四 g 飞享 套餐   对 这个 月 也 有 的 下 月 开始 您 可以 换 套餐 的 如果 不 换 的话 还是 会 这个 套餐 话费 不再 返还   这个 月 会 返到 下个月 不会 返 了
您好 请 讲   对 您 这边 来电 提醒 没有 取消 呀 来电 提醒 不 一样 在 的 就 六十八 月租 加 三块 来电 提醒 别的 没有   它 是 五块 钱 五块 钱 一个月   彩铃 五块 没有 两块 的
很 高兴 为您服务   呃 稍等一下 幺 五二 二 你 说 是 有没有 前面 那个 家庭 畅享 里面 是 吧   幺 五二 后面 呢   恩好 您 密码 知道 吗
您好 很 高兴 为您服务   恩好 您 这边 稍 等 我 帮 您 看 一下 对 您 手机 的话 呢 当前 这边 是 一个 基本 的 套餐 是 一个 五十八 的 一个 飞享 套餐 那 除此之外 的话 呢 还有 一个 三块 钱 的 一个 幺 二 五八 零 生活 播报 以及 一个 十块钱 的 一个 掌上 故事会 您 是 要 取消 哪个 业务 呢   请 不要 挂机 请 根据 语音 提示 输 密码   好 密码 验证 成功 那 这边 我 已经 帮 您 操作 已经 帮 您 取消 掉 了 那 请问 先生 还有 什么 可以 帮 您
您好 很 高兴 为您服务   唉 您好 请问   您 是 四 g 流量 卡 五十块 钱 一个月 的 这 里面 包含 了 两 g 的 流量 打电话 是 打 一个 算 一个 两 毛钱 一分钟 然后 全国 接听 免费 的   嗯
您好 很 高兴 为您服务   流量 它 是 套餐 里 每月 送 七百 兆 的 套餐 以外 没有 叠加 流量 不要 现在 目前 都 还有 啊   是 怎么弄 的 一共 就 每月 就 每月 八十八 元 七百 兆 流量 两百 二十分钟 通话时间 接听 是 免费 的   还有 什么 帮 您 的 吗 噢 没有 没有 谢谢 啊 祝您 生活 愉快 再见 不 客气
您好 很 高兴 服务   好 稍 等 帮 您 核实 一下 好本 机号码 没有 开 需要 帮 您 打开 吗   好 服务 密码 知道 吗   麻烦 根据 语音 提示 输入 请稍等 好 国际漫游 即刻 生效 不 收 功能 费去 的 是 哪个 国家 呢 女士
您好 很 高兴 为您服务   您 本 机号码 不是 上海 的 我们 看不到 的 我 帮 您 转回 当地 幺 零零 八六请 您 稍 等 不要 挂机 如果 转接 失败 请 重新 拨 零 二九 幺 零零 八六 请稍等
您好 很 高兴 服务   刚   嗯 嗯 套餐 里面 只有 五十分钟 通话 呢   您 是 一百一十 八 的 套餐 是 五十分钟 通话 三个 g 的 流量
您好 很 高兴 为您服务   稍等一下 我 查询 一下 您 活动 的话 到 一 七年 十二月 一号 结束   没有 您 的 活动 是 到 十二月 一号 今年 十二月 一号   对 是 的
您好 很 高兴 为您服务   噢 那 这个 我们 这边 看不到 的 这个 什么 端口号   呃 恢复 啊 您 这边 那个 号码 有的是 吧   嗯 然后 您 当时 是 通过 什么 方式 把 它 关闭 掉 的 呢
您好 很 高兴 为您服务   套餐 没有 到期 只不过 您 之前 参加 了 一个 买手机 送 话费 的 活动 到期 了 如果 您 要 延续下去 的话 您 要 带 好 设备 去 营业厅 买手机 的   嗯 嗯   您 就 五十八 套餐 啊 流量 五佰兆 通话 五十分钟 您 如果 不 愿意 改变 可以 用 下去 了 呀
您好 很 高兴 为您服务   你 说 扣 二十四块 稍 等 我查 一下 再见 对 啊 六月 二十 号 是 月租 呀 您 套餐 是 三十八 的 但是 您 开卡 您 才 开 的 卡 对 吧 昨天 开 的 卡 所以 只扣 您 二十 几块钱 啊 噢 月租 是 一次性 的 月租 是 一次性 扣除 的 没错   前三天 免费 三 g 本地 流量 可以 使用 的 还有 什么 可以 帮 您 没有 其他费用 啊 好 那 祝您 生活 愉快 再见
您好 很 高兴 为您服务   好 我 看 一下 啊 哦 对 我 看到 确实 有个 什么 泡泡 冰 会员 包是 在 上个月 六月份 卡 金额 就是 每个 月 十块钱 的 这边 也 帮 您 退掉 噢   取消 掉 好 的 请问 您 本机 密码 知道 吗 六位数 的   您 的 姓名 身份证 能报 出来 吗
您好 高兴 为您服务   套餐 八十八 的 每月 两百 二十分钟 通话 流量 七百 兆 还有 一个 三块 钱 来电 提醒 业务 其他 收费 没有   边 的话 可以 加 流量 包有 一个 十块钱 一点 三 g 的   对 是 的
您好 很 高兴 为您服务   g 网 您 说 是 公司 的 短号 还是   一毛 就是 一个 短号 服务 如果 您 要查 一下 那个 你 下个月 就是 套餐 做 了 一下 变更 就 这个 手机   短号 还是 有 的 这个 没有 取消 小姐
有 了   诶 我 这边 看 了 一下 你   已经 退订 吗 对 退订 吗 嗯   他 说 我 说 那个 软件 上 一次 已经 结 不了 帮 您 重新 刷新 一下 或者 我 这边 告诉您 一个 王纸
您好 请 讲   您 是 一个 八块钱 的 飞享 套餐 还有 一个 二十块 钱 的 流量 包 女士 二 二 二十 八块钱 是 吧 对 的   可以 的 呀 五十 八块钱 套餐 里面 是 五百 兆 流量 一百 分钟 通话 的 可以 的   没有 了 呀 您 这边 的话 就 可以 把 这 二十块 钱 流量 包河 八块钱 的 这个 套餐 都 取消 掉 了 呀 可以 多少
您好 很 高兴 为您服务   就是 那个 关机 占线 不 在 服务区 会 收到 短信 那个   这个 月 我 看 一下 这个 号码 没开 要 帮 您 开通 一下 嘛 一个月 三块 钱   啊 您 这个 套餐 是 收费 的 有些 它 不收 的 不过 那个 免费 在 这种 套餐 的 那个 业务 的 套餐 全部 都 下线 了 现在 所有 套餐 都 要 收费 的 这个 业务
很 高兴 为您服务   您好 请 说   彩铃 对 吧 彩铃 的话 不是 这边 问 的 看不到 的 打 那个 幺 二五 三零问 一下 幺 二五 三零 那边 去 问 的 都 是 话费   对彩铃 平台 那个 彩铃 热线 问 一下 幺 二五 三零
您好 很 高兴 为您服务   您 套餐 现在 改 的 是 一百一十 八 的 现在 开始 您 有 三个 g 的 流量 五十分钟 通话 的 超出 打电话 一毛 九 一分钟 噢 好 的   在 三个 g 的   三个 g
您好 很 高兴 服务   那 套餐 只有 一个 一百五十 八 套餐 除此之外 有 一个 互打 免费 的 群组 然后 的话 其他 收费 业务 下个月 是 没有 的   吧   对 是 有 这个 已经 帮 您 办 上去 了 现在 宽带 装 了 吗
您好 很 高兴 为您服务   您 现在 就是 一个 亲情 十六 的 套餐 再 加上 一百块 钱 三个 g 的 流量 包   还有 一个 宽带   宽带 是 承诺 消费 一零八 的 家庭 承诺 消费 一百零八 肯定 可以 到 账
您好 很 高兴 为您服务   嗯 那个 集团 业务 是 吧   这个 的话 要 帮 您 转接 到 专席 查询 请 您 稍 等 不要 挂   为了 更好 的 为 您 解决问题 我 将 您 电话 转接 专席 处理 由 专人 为 您 解答
您好 很 高兴 服务   套餐 对 吧   您 下 月 客服 的 一个 套餐 是 一百二十八 块 一个月   嗯 嗯
为您服务   对 是 的   你 就 这个 月 没有 扣 宽带 费是 吧   好好 好好 嗯 现在 已经 扣掉 了
您好 很 高兴 为您服务   帮 我查 一下 五佰兆 啊 对 下个月 生效 的   十一点 三 和 三元 五百 兆 都 是 下个月 的 八百 三年 五百 兆关 了 是 吧   你 知道 吗 嗯 嗯
您好 很 高兴 为您服务   现在 不是 不是   不 对 的 上海 本地 互打 免费 的话 手机 服务 密码 知道 吗 您好 您好 请问 能 听到 吗 您好 您好 很 抱歉 抱歉 听 不到 您 声音 您 走动 两步
您好 很 高兴 为您服务   嗯 有 是 的   嗯 没有 停 啊 您 现在 宽带 不能 上网 吗 啊 帮 您 转到 宽带   我 查不出 的 要 转到 我们 宽带 部门 给 您 查 了 先 帮 您
您好 很 高兴 为您服务   邮箱 您 现在 是 一百三十八 五百 分钟 一 g 流量 啊   还 还有 没有 那个 活动 的 活动 已经 结束 没有 活动 就是 套餐 还是 打算 去 办   没有 了 吧 只要 一百三十八 套餐 呀
您好 很 高兴 服务   四 g 流量 对 吧 他 要 下载 一个 咪咕 客户端 咪咕 视频 客户端 在 这个 客户端 里面 使用 的 一个 流量 是 免费送 的 三个 g   对 就是 咪咕 定向 流量 是 免费送 的 您 要 下载 一个 咪咕 视频 客户端 的 在 客户端 当中 进行 使用 流量   对下 客户端
您好 很 高兴 为您服务   现在 是 自选 套餐 七十八 块 的 是 那个 一百 分钟 和 一 g 流量 另外 还有 个 三块 钱 来电 提醒   这方面 有 一百 分钟 通话时间 还有 一个 g 的 流量   嗯 现在 不用 换 两个 g 您 是 在 平时 在 上海 本地 使用 对 吗
您好 很 高兴 服务   套餐 活动 对 吧 您 说 的 不用 是 一 六年 十一月 一号 开始 的 到 一 七年 十月底 结束   幺 七十 月底 呀 刚好 十二个 月 呀   十一月 一号 到 十月底 刚好 十二个 月
您好 很 高兴 为您服务   请 稍等一下   嗯 嗯   我们 返 的 钱 呢 都 是 作为 专款 话费 不是 在 您 的 余额 里面 的
您好 很 高兴 为您服务   那 我 帮 您 看 一下 请稍等   直接 查 过 身份证号 呃 您好 感谢 耐心 等待 再见 你 说 流量 包 已经 取消 了 流量 下个月 就 没 了   一百三十八 元 钱 十块钱 这个 目前 没有 接到 通知 啊 您 噢 您 指 的 设备 要 绑定 那个 活动 绑定 的话 要 绑定 十二个 月
您好 很 高兴 为您服务   对   那个 查   嗯 他 您 不用 管它 用 完 之后 您 可以 继续 使用 的 它 会 自动 切换 到 赠送 部分 噢 直接 用 完 了 对 不用 挂机
看 一下   因为 我 这边 的话 帮 您 看 了 一下 你们 的 流量 共享 包 功能 的话 已经 办理 好 了 下个月 一号 生效 您 这边 的话 共享 给 两个 号码   是 的   我 记得 密码 你 知道 吗 那
