你好请讲其他 先生嗯请讲 这边帮您看了一下有收费的业务套餐费一个月八十八然后这边有一个来电提醒一个月三块钱然后有一个彩铃六块彩印三块手机阅读六块没有其他扣费了 
节日好很高兴为您服务 那我帮您看一下您是说国际漫游吗 您是说什么拿走漫游国内还是国外 
您好很高兴为您服务您好 套餐是一个五十八元套餐然后后面又加过一个二十元流量包加载那个二十元流量包如果需要可以帮您关闭一下 噢手机密码知道吗 
很高兴为您服务 我看一下啊稍等一下幺五九零零九对吧五二五二幺 这个密码知道吗 
上个月的话就是这个要申请一下的您要回复那个短信申请才有的不申请的话它就不享受那个活动呢 那个收短信是吧 您可以自己发给您办的有客户短信代码我告诉您一下 
您好兴为您服务您好嗯 上网功能被关掉了 好那您本机的姓名报一下 
您好很高兴服务 唉对 也可以设置一个自动的就是每个月销账成功之后三天之内系统会主动退给您这个功能您可以打开的 
您本身是到这个月底到期的不过您这个宽带是自动续约后面游戏里面了 如果不需要的话呢那您就直接在这个月底之前带好身份证设备去那个宝山区的营业厅办理一下注销就好了 地址不变那您要换别的号码办对不对 
很高兴为您服务 呃对我知道了呃您上网功能是被关闭的要打开吗 呃可以的那名字报一下 
您好很高兴为您服务 嗯请问什么问题三五八五二幺 嗯嗯 
您好 套餐目前是七十八元的那个功能 我知道怎么回事我看了一下您上个月整个月消费下来最低消费没有达到多扣了三包扣了二十七分按最低消费是什么 
您好很高兴为您服务 套餐嗯套餐部分现在是十六块钱神州行畅听卡然后一个二十块钱三百兆流量还有一个一元钱的ip长途优惠包一共是三十七块 通话在流量那就改套餐是吧 
对 改什么改低的是吧 反正的月租的话最少也是十八块的月租十八 
您好很高兴为您服务 订哪个套餐好您稍等您这号码现在是订的是一个自选套餐总共是六十八的然后一百兆流量刚才通通话他是打电话一毛九一分钟然后全国接听免费的然后有一个优酷的视频流量包其他就没有了就这么多 第二条四g网络下看吗这个要在那个优酷app上面使用的 
您好很高兴为您服务你帮我看一下我的漫游开通了了幺三七零幺六七八幺二七昨天我打电话过来的幺三七零后面多少幺幺六七嗯八幺二七三幺二七 好的那请输一下密码没问题是属于先生密码验证件嗯通过这边看了一下国际漫游有超过三十天的 他说我发短信过去它都接收不到 
您好很高兴为您服务 对有个十块钱一百兆流量 好的请问您本机密码知道吗 
您好很高兴为您服务 恩好的嗯没有关您开的是长期有效的不用管的 噢好请问您本机密码知道吗 
您好很高兴为您服务 姓名您手机号码麻烦报一下幺三七恩 九零四六五是吧恩有什么问题吗女士 
您好很高兴为您服务 本机号码看一下上网功能呃上网功能是关闭的状态上网功能关闭的 嗯好的我看一下啊 
套餐对吧套餐的话七十八已经生效了呀办好了 每月五号返还给您话费 稍等帮您查看一下每个月返还三十五元话费 
为您服务 嗯嗯对是的 好这边这个宽带部门您问一下请不要挂机刚刚解决问题我将电话转专席处理请稍等 
您好很高兴为您服务 套餐的话是每个月固定的一个月租费是五十八元五十八元然后的话我看一下啊五十八元的话您是四十八元档次的一个语音包就是有两百二十分钟数嗯然后的话是一百兆流量 可以的您大概多少流量 
您好很高兴为您服务 嗯宽带到期了您现在是要续约的吗还是 现在的话我们纯宽带的一年七百六 
您好很高兴为您服务 九十八的一百分钟通话两个g的全国都通用流量 可以啊女士您要多少兆流量你说 
您好很高兴为您服务 幺三六六幺九九五六 幺六三 
您好很高兴为您服务 你好 套餐嗯我看看没有还是还是显示是十二十元的不是使用的您大概什么时候改的 
您好很高兴为您服务 好的您现在是一个套餐是一个九十八的一g的流量两百二十分钟通话的超出打电话一毛九一分钟全国接听免费 两百二十分钟是吧恩对两百二十分取消 
您好很高兴为您服务 呃这个宽带问题这边要帮您转宽带专席咨询请您稍等不要挂啊 还有三块钱来电提醒啊您好另外又加了七十块两g流量 
您好很高兴为您服务你好 嗯我想问一下我这个月用的是块钱的套餐呢恩对三百分钟通话时长七百兆的流量吗因为嗯嗯想改回来因为我前两天说升级让我想改回来还是恢复原来的八十八的这个两百二十分钟七百兆流量的是吧不是三百分钟吗没有三百分钟是因为您另外有活动送了您的五八十分钟这活动到这个月就结束了它是这个活动搞到一七年六月份的这个月本身就最后一个月了所以您从下个月开始对您就两百二十分钟七百兆流量的 对要改吗是吧对的 
您好很高兴为您服务 呃有您要么说是那个嗯九十八块钱套餐两百二十分钟通话流量两个g流量然后再额外赠送给您两个g流量赠送到二零一八年六月底结束 贵影响 
您好很高兴服务 下月套餐对吧现在套餐的话您就是八十八一个月三百分钟通话五百兆流量八十八 对 
很高兴为您服务 这个手机号码办的宽带吗是这样的 这手机号码办宽带是到下个月月底关到期 
知道 显示套餐只有六十八块钱呢下个月六十八元套餐加一个三元来电提醒您是什么短信通知您呢下个月扣除四十多块钱吗 这个套餐进行个升级 
您好很高兴为您服务 嗯对是的改了他现在那个短信发送过来说还有赠送三个g的国内流量什么意思啊我到现在没看懂它那个活动送的就出来三个g另外再免费送您三个g咱们的营业厅不是你你说你说慢一点 改回来每月再送您三个g 
套餐对吗对套餐您目前使用的是一个一百零八块一个月送您三百分钟通话一个g的流量一百零八的固定月租费就是另外您有一个十块钱的流量包还有个三块钱的新闻早晚报手机阅读上海手机报现在这个业务 对本月开始噢上个月呃五月一号开始的啊五月一号开始的 套餐可以换呢 
您好很高兴为您服务 你好 嗯有的 
您好很高兴为您服务 噢你说先生 呃先生我跟您说一下我们现在的话确实有一个这样分专题加送三g的活动这个确实有的但是我们今天的话那个系统出了问题您换个套餐我已经看到了要稍后的话晚一点的时候会给您生效这个套餐我这边的话那个您稍后晚一点的时候再来电话都做再咨询一下今天晚上的时候您再来电看一下我们是否系统的话能够那个进行恢复您看可以吗因为活动我们肯定是有的 
您好很高兴为您服务 你好 对 
好很高兴为您服务 呃是家庭宽带吗 那如果是移动家的宽带我会帮您转到宽带专席我们宽带人员帮您看一下好嘛 
高兴您服务 请讲 呃这边听不清楚您的声音您好请问换方向试一下 
您好兴为您服务 套餐我看一下稍等 刚才是五十八的套餐六十八的套餐另外又加了一个我看一下一块钱在上海打国际长途的业务正好是六十九块 
您好很高兴为您服务 十八元的飞享套餐一百兆流量打电话一毛九全国多少 月租十八元的 
您好很高兴为您服务 二月份的稍等我看一下啊幺八六我还哦对二四六六十八块我哎嗯好的 别的没有假如说您这边不是已经发送过了吗所以这边的话两份开过的月结发票您要重新再推送一下是这意思吧 
特殊复号码 这这个月的 是您自己用完之后用他的号流量 
您好很高兴为您服务 嗯本机号码目前是十八元的那个网聊套餐其他有个三块钱来电提醒总共二十一块钱 嗯对的 
为您服务 我帮您查询一下请稍等或者他没看要帮您开通吗 这个功能可以开可以开可以不开的您需要的话就帮您申请这个是免费的要帮您开一下吧 
您好兴为您服务您好 目前就一个八十八元套餐没有额外收费业务 目前这边是一个手机支付工号 
您好很高兴为您服务 你好 您手机套餐是一百二十八的四g上网套餐然后有个幺三九五元邮箱来电提醒三块别的没有了 
高兴您服务 对 您好个一块钱定向于甘肃的一个长途优惠包对您现在从上海本地方甘肃那边打电话的话加幺七九五幺是一毛五一分钟 
您好很高兴服务 呃很抱歉女士目前的话我们系统在升级维护进不去系统的现在只有声音只能听到声音就是说您麻烦您过两个小时之后再来电做相关的一个查询看你有没有国际漫游或者办理都可以实在抱歉啊 
您好很高兴为您服务 是家里的宽带还是公司宽带 噢那您那个办宽带的手机号有吗报给我一下 
很高兴为您服务 好的帮您开通一下密码知道吗 嗯你要测试您哪一天是吧噢 
您好很高兴为您服务 喂你好先生 开通的业务您是要查另外一个手机号码的业务是这样啊 
为您服务您好 对 每个月三个g左右够吗 
很高兴为您服务 您这上面没有办过宽带啊 我目前为止看到上面没有宽带活动噢 
高兴您服务 好的像您这号码是四g自选套餐六十八块钱一个月应该是五十分钟两个g流量都在 号码报一下 
