你好请讲其他 先生嗯请讲 
您好很高兴为您服务 呃四g的乱七八糟的那种那种那种那个消费的有吧上面这边显示有开通一个幺二五八零生活播报这项业务其他倒没别的 
您好兴服务 刚刚是一百三十八元飞享套餐再加一个五十块钱一个g流量包 
好的您好很高兴为您服务 它是不是要 
您好很高兴为您服务 嗯我看一下啊 
先生您好很高兴服务 然后 
很高兴服务 您好请讲 
您好很高兴为您服务您好 喂您好 
您好很高兴为您服务 请说 
您好兴为您服务您好 帮您看一下呃目前的话是一百五十八元套餐然后下个月换了一个八十八元套餐 
您好很高兴为您服务 好的您的套餐是一个十八块钱四g飞享套餐一百兆流量国内主叫一毛九一分钟全国接听免费的 
您好很高兴为您服务 啊您说 
很高兴为您服务 套餐两百一十八的有一g流量然后一千分钟通话时间 
您好请讲谢谢哎我想问一下我这个月的就是套餐是什么套餐八十八套餐两个g流量五十分钟通话五十分钟通话是吧对没有了没没有了对啊一个g两个g流量两个g是吧嗯嗯 嗯嗯别别的没有那我那个上面好像应该有赠送的是吧对送的还是会送的就每个月还是还是送的是吧对是的行 
您好兴为您服务您好 幺七四六 
您好很高兴为您服务 查到下个月我的套餐是什么吗因为我好像改了套餐这个月是十六块畅听卡下个月您改的是五十八的一百分通话五百兆流量的超出打电话呢一毛九一分钟 
您好很高兴为您服务 号码报一下 
您好很高兴为您服务 嗯目前您是自选套餐是那个一百分钟通话和三百兆流量这个月下个月改为一百分钟和五百兆流量就从七月一号才显示五十八块一个月 
噢您好很高兴为您服务请说嗯嗯 嗯对 
幺您好很高兴为您服务谢谢吗 套餐目前我看一下一百五十八的套餐 
您好很高兴服务 我能不能 
您好很高兴为您服务 宽带连续是吧 
您好很高兴为您服务 我跟你说出国内的是吧宽带您国际漫游是开着的之前是在嗯之前是在十一月三十s今天刚开的 
您好很高兴为您服务 是这个本机来电的号码对吧现在绑定的我看一下啊您稍等啊宝山区这个宽带线我查了一下协议是到今年二零一七年十一月一号到期 
您好很高兴为您服务 额您现在手机用的是两百三十八元呃两百三十八元飞享套餐然后上个月换成下个月换成新的也是两百三十八流量的话是呃通话时间一千分钟不变的流量是给您三个g流量然后到明年六月底可以再加送您三个g国内流量一个月六个g 
您好很高兴为您服务 您这个的话就一个小模卡然后有一个赠送的和留言彩铃和和彩印就下月帮您取消吗 
下个月套餐我看了一下有过调整过了我看一下 没有没有之前是一百二十八加了一个五十块所以本来应该是一百七十八块下个月改七十八改成一百五十八块但是分钟通话在五个g流量活动再送五个g流量 
您好很高兴为您服务 啊您现在的话八块钱的月租国内主叫是一毛九一分钟的全国接听免费 
您好很高兴为您服务 恩 
您好很高兴为您服务 啊套餐您这个月用的是一百二十八加上一百块流量是两百二十八的然后下个月您换了我们换成我们一百五十八的全球通新版的那个飞享套餐自选套餐通话时间那就呃通话时间五百分钟流量是给您三个g国内流量然后从下个月开始还有个活动到明年六月底每个月再多送您三个一个月六个 
你好您好很高兴为您服务你好工号幺零三幺三 噢好的以后您要查询和办业务的话可以关注我们中国移动幺零零八六微信号帮您转后台的那个专席流量费还有其他方面的话费生效关关键问题我将您电话转接专席处理请稍等 您好很高兴为您服务 现在是三十八元的四g飞享套餐就是五十分钟通话和三百兆流量的 
节日好很高兴为您服务 那我帮您看一下您是说国际漫游吗 
您好很高兴为您服务您好 套餐是一个五十八元套餐然后后面又加过一个二十元流量包加载那个二十元流量包如果需要可以帮您关闭一下 
很高兴为您服务 我看一下啊稍等一下幺五九零零九对吧五二五二幺 
上个月的话就是这个要申请一下的您要回复那个短信申请才有的不申请的话它就不享受那个活动呢 那个收短信是吧 
您好兴为您服务您好嗯 上网功能被关掉了 
您好很高兴服务 唉对 
您本身是到这个月底到期的不过您这个宽带是自动续约后面游戏里面了 如果不需要的话呢那您就直接在这个月底之前带好身份证设备去那个宝山区的营业厅办理一下注销就好了 
很高兴为您服务 呃对我知道了呃您上网功能是被关闭的要打开吗 
您好很高兴为您服务 嗯请问什么问题三五八五二幺 
您好 套餐目前是七十八元的那个功能 
您好很高兴为您服务 套餐嗯套餐部分现在是十六块钱神州行畅听卡然后一个二十块钱三百兆流量还有一个一元钱的ip长途优惠包一共是三十七块 
对 改什么改低的是吧 
您好很高兴为您服务 订哪个套餐好您稍等您这号码现在是订的是一个自选套餐总共是六十八的然后一百兆流量刚才通通话他是打电话一毛九一分钟然后全国接听免费的然后有一个优酷的视频流量包其他就没有了就这么多 
您好很高兴为您服务你帮我看一下我的漫游开通了了幺三七零幺六七八幺二七昨天我打电话过来的幺三七零后面多少幺幺六七嗯八幺二七三幺二七 好的那请输一下密码没问题是属于先生密码验证件嗯通过这边看了一下国际漫游有超过三十天的 
您好很高兴为您服务 对有个十块钱一百兆流量 
您好很高兴为您服务 恩好的嗯没有关您开的是长期有效的不用管的 
您好很高兴为您服务 姓名您手机号码麻烦报一下幺三七恩 
您好很高兴为您服务 本机号码看一下上网功能呃上网功能是关闭的状态上网功能关闭的 
套餐对吧套餐的话七十八已经生效了呀办好了 每月五号返还给您话费 
为您服务 嗯嗯对是的 
您好很高兴为您服务 套餐的话是每个月固定的一个月租费是五十八元五十八元然后的话我看一下啊五十八元的话您是四十八元档次的一个语音包就是有两百二十分钟数嗯然后的话是一百兆流量 
您好很高兴为您服务 嗯宽带到期了您现在是要续约的吗还是 
您好很高兴为您服务 九十八的一百分钟通话两个g的全国都通用流量 
您好很高兴为您服务 幺三六六幺九九五六 
您好很高兴为您服务 你好 
您好很高兴为您服务 好的您现在是一个套餐是一个九十八的一g的流量两百二十分钟通话的超出打电话一毛九一分钟全国接听免费 
您好很高兴为您服务 呃这个宽带问题这边要帮您转宽带专席咨询请您稍等不要挂啊 
您好很高兴为您服务你好 嗯我想问一下我这个月用的是块钱的套餐呢恩对三百分钟通话时长七百兆的流量吗因为嗯嗯想改回来因为我前两天说升级让我想改回来还是恢复原来的八十八的这个两百二十分钟七百兆流量的是吧不是三百分钟吗没有三百分钟是因为您另外有活动送了您的五八十分钟这活动到这个月就结束了它是这个活动搞到一七年六月份的这个月本身就最后一个月了所以您从下个月开始对您就两百二十分钟七百兆流量的 
您好很高兴为您服务 呃有您要么说是那个嗯九十八块钱套餐两百二十分钟通话流量两个g流量然后再额外赠送给您两个g流量赠送到二零一八年六月底结束 
您好很高兴服务 下月套餐对吧现在套餐的话您就是八十八一个月三百分钟通话五百兆流量八十八 
很高兴为您服务 这个手机号码办的宽带吗是这样的 
知道 显示套餐只有六十八块钱呢下个月六十八元套餐加一个三元来电提醒您是什么短信通知您呢下个月扣除四十多块钱吗 
您好很高兴为您服务 嗯对是的改了他现在那个短信发送过来说还有赠送三个g的国内流量什么意思啊我到现在没看懂它那个活动送的就出来三个g另外再免费送您三个g咱们的营业厅不是你你说你说慢一点 
套餐对吗对套餐您目前使用的是一个一百零八块一个月送您三百分钟通话一个g的流量一百零八的固定月租费就是另外您有一个十块钱的流量包还有个三块钱的新闻早晚报手机阅读上海手机报现在这个业务 对本月开始噢上个月呃五月一号开始的啊五月一号开始的 
您好很高兴为您服务 你好 
您好很高兴为您服务 噢你说先生 
您好很高兴为您服务 你好 
好很高兴为您服务 呃是家庭宽带吗 
高兴您服务 请讲 
您好兴为您服务 套餐我看一下稍等 
您好很高兴为您服务 十八元的飞享套餐一百兆流量打电话一毛九全国多少 
您好很高兴为您服务 二月份的稍等我看一下啊幺八六我还哦对二四六六十八块我哎嗯好的 
特殊复号码 这这个月的 
您好很高兴为您服务 嗯本机号码目前是十八元的那个网聊套餐其他有个三块钱来电提醒总共二十一块钱 
为您服务 我帮您查询一下请稍等或者他没看要帮您开通吗 
您好兴为您服务您好 目前就一个八十八元套餐没有额外收费业务 
您好很高兴为您服务 你好 
高兴您服务 对 
您好很高兴服务 呃很抱歉女士目前的话我们系统在升级维护进不去系统的现在只有声音只能听到声音就是说您麻烦您过两个小时之后再来电做相关的一个查询看你有没有国际漫游或者办理都可以实在抱歉啊 
