一个您好请问您稍后宽带办理还是咨询是是办理我做的是幺八八的套餐原来有送宽带的是吗哦 请问好好静安区金山路 睡觉了对 过那个没有 
很高兴为您服务 然后每月再额外送赠送两个g嗯我知道您说什么这个活动的话您现在并不符合他的要求他的要求是改之前套餐流量小一个g如果您要符合满意送流量的话要把流量部分最起码改到七十块月租最少是七十八块七十八块有三个g流量再送三个g那这样 二百流量部分到期的月租最低四十八块呀大概就加三个g如果需要表 七十八就是流量通话的话如果您需要的话价格相应的会更贵 
您好很高兴为您服务 那您要多少通话多少流量 那通话要多少 五十分钟还是一百分钟呢呃五十分钟的一个小时 
块 那那这个现在不太好能不能换下位置呃我我我现在说话你能听到了吗嗯先生不好意思您再说一下 三百块钱有四十个g的流量那么那个的话我们是在只有你像您这个套餐基础上然后再去加个一百块钱然后再订四十个g是上海本地流量噢那么这样子吧对不过它这个流量的话是不能去用活动的像您这个号码就已经有一个手机终端捆绑活动这个就不能去办的它必须是没有这个任何活动的协议前集团去申请的 对噢好的好的谢谢啊不客气那还有什么帮助您的吗 
最低是十八块钱的一百兆流量打电话一毛九一分钟全国接听免费 啊有什么 没有十五的十八的先生 如果你八呀后最低也是吧呀 
您好很高兴服务 你好 没有到了变动呀您套餐还是一百零八呀 您这边如果改一百三十八套餐的话是送五百分钟通话一个g的流量再额外多送您一个g本地的一个g夜间的 
您好很高兴为您服务 多少钱呢 然后呢一百分钟通话三个g流量吗它是一个g国内一个g夜间晚上用的一个就是本地的好嘛这样三个g 不不国内可以用本地只能上海用呀 
很高兴为您服务 你好 呃就是您要流量多的对吗 对有个九十八块是五十分钟通话和两个g的流量 
您好很高兴为您服务你好我想问一下那个五十八的一个八十八的申请是什么样子 多了一百二十分钟多了一百二十分钟电话呃两百兆流量 差不多吧我跟你讲一下噢那我知道了是这样的这个业务回复的这个没关系的这 
您好很高兴服务 您这两个您这两个都可以退订但是您符合条件办理六十元十二个g的他是内含流量一个g以上可以买那个十二g的一个g以下的话只能买六个g的 对同样的价格 对是的 
您好很高兴为您服务 可以的 这个流量包就只能呃办一个流量至尊包每月是一百块钱的然后每个月发那就前面六个月嘛每个月帮您交五十块钱的费用但是如果您现在办的话下个月生效只能提五个月了这个至尊包的费用呢它套餐里本身是实际的上海本地流量还有活动期内每个月送三十g的本地流量它是一个流量包然后会给你之前套餐叠加的就另外加一百块钱等于就是两百三十八块了 可以的 
为您服务 一百五十八的话您是流量有流量有那个五百分钟三个g的这个套餐 就是通话时间给一百分钟 然后流量的话给三个g 
您好很高兴为您服务 是的 他 什么卡十八块钱一个月的 
套餐你主要是本来七十八的这个改到九十八块的流量部分给类型之类的那九十八里面是一百分钟通话加三个g流量另外有个活动您活动再送三个g全国流量加上三个g本地咪咕视频流量送到明年六月份结束主要套餐九十八块 对主要是这个九十八的其他都是赠送的比如说您里面有个视频流量定向爱奇艺的年底前是送的还有还有什么还有什么还有两个业务也是送收费的就这一个 身份证号码请报一下 嗯姓名请报一下 
您好很高兴为您服务 比如说wifi流量什么wifi流量 呃您的宽带嘛您有宽带吗机主宽带吗 什么 
你好我想问一下就是 嗯行那一下现在就是您要现在现在的话是下个月生效的嗯先生主要这一个月用还是每个月的月嗯嗯 那您看您这边大概需要多少流量你们这边最近 多一点的然后下个月还好的吗他这个是看您的使用情况如果您要加的话现在是有个十六块八毛三给二百七十九兆就现在生效月底自动结束 
您好很高兴为您服务 加油包现在的话我们就十块钱一百兆这种就是一次性扣除您十块钱给到您一百兆然后只限当月用下月自动取消的这种 三十块五百兆那个是本地流量 就只能在上海本地使用的这种 
为您服务 嗯嗯对对的 呃它是通过短信上面回复来办的 您回短信之后上面没有给您回复吗 
我们这边只有一个没有提高清通话业务就是在您通话的时候手机能上网一直会稍微好一点这样一个功能 对发手机上单独去设置 这个我可以帮您转到苹果那边您可以问一下怎么操作的这边不要挂我帮您转到套餐 对反正我们这边开通但是您那个手机打电话过来我这边可以帮您开通一下 
您好很高兴为您服务 听不清楚你好 嗯可以啊请问您要改多少流量多少通话分钟数 噢一般都有的就看你需要多少流量多少通话分钟数 
您好很高兴为您服务 对 开通帮您吗 
您好很高兴为您服务 这家可以选择的一般套餐里面有订好多少就多少您的套餐就自由搭配这个的话您要自己登录网上那个营业厅您看就清楚了上面有很多选项的 可以啊就您现在是要改套餐是这意思吗 您现在套餐的话是总共月租的话加在一起是六十八五十分钟通话一g的流量超出打电话一毛九一分钟全国接听免费现在流量比较多 
您好很高兴为您服务 流量卡包年的您指的流量卡是不能打电话只能上网的这张卡呢还是一般的卡 噢就专门上网的卡是吧那这样吧这边是我帮您转接这边一个数据专席那边处理上网卡业务的您可以我相关的问一下好吧 
没有您好很高兴为您服务 对它是一个四g高清语音通话功能 它这个就是说它这个功能主要去 平时如果打电话情况下您的上网状态下面他会断开的吗这个功能就是可以让您在通话过程中不断网 
您好很高兴为您服务 流量一个月大概需要多少 五六个g打电话时间呢 那要么就是帮您现在这个一样一百分钟一百分钟 
请讲 你要换什么套餐 您的需求是什么如果换的话只能下月一号生效那我这边可以把套餐介绍发送给您了解一下如果感觉哪个套餐适合您的话本月来电办都是九月份生效 能不能生效所以我把介绍发给您您了解一下 
您好很高兴服务 买流量对吧 买流量的话现在有一个是呃我帮您看一下啊有折算下来有一个三十块三个g的流量 就在分别收的话到月底大概需要加多少流量女士 
您好很高兴为您服务 有的 呃您现在是五十分钟通话三百兆流量那如果您换成五佰兆流量的话它那个五十分钟就没有了 好的那这边的话您要办理呃手机的服务密码知道吗 
您好很高兴为您服务 流量有套餐的我们有三天五天和七天的三天的话这个三天或者五天七天要单独额外办理的三天的费用是七十八五g一百二十八七天一百六十八流量都是无限量用的 流量的话我们是四g的具体要到打美国之后连接当地的运营商到时候会出来很多运营商让您选择去用的一个可以自由选择 七天一一六八 
唉你好是这样的我我先问问 呃有五 噢就是一个七十八块钱套餐嗯他是那是这样子的它是两个g的它是三个g流量我再送您三个g总共是六个g的 对只七十八块钱这个套餐 
您好很高兴为您服务 五十块七个进去那是一个活动这个套餐的话您现在不是已经享受了吗就这个您现在用的这个套餐呀您是九十八套餐里面通话时间是两百二十分钟流量呢套餐里面是给您两个g的活动再加送您两个g这就四个g这都是国内通用流量另外还有三个g是一个咪咕本地视频流量在专属app上面看定向视频的中午这是三个g总共加在一起是七个g您已经是这个活动了 还有什么可以帮您 三个g送三个g套餐是一百一十八的 
您好很高兴服务 国际好谢谢啊 这个流量流量包现在没有了先生 唉对下线了到七月底的时候就没了现在到八月份了 
您好很高兴为您服务 动就是 查套餐就您的套餐换掉了换成一个自选套餐 那个套餐必须要换表 
喂您好很高兴为您服务 高清机呃您手机是是比如说要提高清通话 然后这个的话他就是就是提高您普通的一个通话质量另外的话您在通话当中还可以使用这个四g的网络而且您现在办理上去之后我们现在是连续三个月每个月是有赠送两百分钟的这个高清通话 对这是我们赠送给您的连续三个月每个月赠送两百分钟通话 
很高兴为您服务 先生 这个套餐的话目前是六十八块的有五十分钟通话然后一g的国内流量哪个套餐是六十八 这个套餐的话您是有是有啊您要什么样的套餐大概是比如说多少通话呀多少流量这样子需要什么样的 
